Species Name,Kingdom,Phylum,Class,Order,Family,Genus,Species
Stichoclavaria vernalis,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Multiclavula,Multiclavula vernalis
Stichodothis disciformis,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Auerswaldiella,
Stichopsora asterum,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Coleosporiaceae,Coleosporium,Coleosporium asterum
Stichoramaria cristata,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Clavulina,Clavulina coralloides
Sticta amplissima,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Ricasolia,Ricasolia amplissima
Sticta argyracea,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria argyracea
Sticta aurata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria aurata
Sticta aurigera,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria crocata
Sticta billardierei,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria billardierei
Sticta carpoloma,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria carpoloma
Sticta cellulifera,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria faveolata
Sticta cetrarioides,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,Cladia muelleri
Sticta ciliata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,Sticta ciliata
Sticta clathrata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria clathrata
Sticta colensoi,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,Yarrumia colensoi
Sticta coronata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,Yarrumia coronata
Sticta crenulata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobariella,Lobariella crenulata
Sticta crocata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria crocata
Sticta delisea,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria glabra
Sticta desfontainii,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria desfontainii
Sticta discolor,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria,Lobaria discolor
Sticta dissimulata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria multifida
Sticta durvillei,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,Yarrumia coronata
Sticta ecklonii,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,Ramalina celastri
Sticta endochrysea,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,Sticta endochrysea
Sticta faveolata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria faveolata
Sticta filicina,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,Sticta filix
Sticta flotowiana,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria billardierei
Sticta fragilis,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Coccotremataceae,Parasiphula,Parasiphula fragilis
Sticta freycinetii,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria glabra
Sticta fulvocinerea,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria glabra
Sticta gilva,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria gilva
Sticta glabra,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria glabra
Sticta glomulifera,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Ricasolia,Ricasolia amplissima
Sticta granulata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria granulata
Sticta herbacea,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Ricasolia,Ricasolia virens
Sticta hirta,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,Yarrumia coronata
Sticta hottentotta,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Xanthoparmelia,Xanthoparmelia hottentotta
Sticta hypoleuca,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria,Lobaria discolor
Sticta intricata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria intricata
Sticta laetevirens,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Ricasolia,Ricasolia virens
Sticta leylandii,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Erioderma,Erioderma leylandii
Sticta linearis,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria billardierei
Sticta muelleri,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladia,Cladia muelleri
Sticta multifida,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria multifida
Sticta nitida,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria nitida
Sticta orygmaea,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Yarrumia,Yarrumia coronata
Sticta pallida,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobariella,Lobariella pallida
Sticta parvula,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Xanthoparmelia,Xanthoparmelia semiviridis
Sticta patinifera,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Peltigeraceae,Emmanuelia,Emmanuelia patinifera
Sticta physciospora,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria faveolata
Sticta prolificans,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria prolificans
Sticta pulmonacea,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria,Lobaria pulmonaria
Sticta pulmonaria,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria,Lobaria pulmonaria
Sticta purpurascens,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria rubella
Sticta retigera,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria,Lobaria retigera
Sticta richardii,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria billardierei
Sticta rubella,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria rubella
Sticta scrobiculata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobarina,Lobarina scrobiculata
Sticta semilanata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria semilanata
Sticta subvariabilis,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria multifida
Sticta thouarsii,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria thouarsii
Sticta verrucosa,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobarina,Lobarina scrobiculata
Sticta wallichiana,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetrariopsis,Cetrariopsis wallichiana
Sticta argyracea var. sorediifera,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria argyracea
Sticta billardierei var. lacinulata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria billardierei
Sticta carpoloma f. desfontainii,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria desfontainii
Sticta carpoloma f. ornata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria nitida
Sticta ciliaris f. duplolimbata,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,Sticta duplolimbata
